,RoomCount,Floor,Size(m2),District,Price(TL),Age_labeled
3580,4,2.0,130.0,Etimesgut,2848500,2
3581,4,2.0,130.0,Etimesgut,3450000,7
3582,4,2.0,145.0,Etimesgut,2152500,2
3583,4,1.0,135.0,Etimesgut,5250000,8
3584,5,21.0,195.0,Etimesgut,9750000,0
3585,4,1.0,125.0,Etimesgut,4425000,0
3586,5,10.0,192.0,Etimesgut,3375000,8
3587,4,1.0,165.0,Etimesgut,5842500,8
3588,4,12.0,235.0,Etimesgut,8250000,7
3589,4,3.0,130.0,Etimesgut,3225000,8
3590,5,2.0,160.0,Etimesgut,9000000,0
3591,5,8.0,255.0,Etimesgut,9450000,8
3592,2,5.0,82.0,Etimesgut,3375000,8
3593,4,2.0,135.0,Etimesgut,5175000,0
3594,4,4.0,138.0,Etimesgut,4425000,2
3595,4,1.0,115.0,Etimesgut,4425000,0
3596,4,2.0,125.0,Etimesgut,4153500,8
3597,3,-1.0,70.0,Etimesgut,2400000,0
3598,5,5.0,167.0,Etimesgut,9750000,1
3599,5,4.0,260.0,Etimesgut,2998500,3
3600,4,1.0,135.0,Etimesgut,2685000,2
3601,3,-1.0,80.0,Etimesgut,3000000,0
3602,4,2.0,125.0,Etimesgut,5100000,0
3603,4,3.0,125.0,Etimesgut,5100000,0
3604,4,3.0,125.0,Etimesgut,4950000,0
3606,4,1.0,135.0,Etimesgut,3142500,3
3607,3,2.0,120.0,Etimesgut,4650000,0
3609,4,2.0,145.0,Etimesgut,3892500,2
3610,5,6.0,230.0,Etimesgut,9750000,8
3611,4,8.0,130.0,Etimesgut,5250000,2
3612,4,1.0,118.0,Etimesgut,2655000,8
3614,5,5.0,240.0,Etimesgut,5940000,0
3615,2,1.0,60.0,Etimesgut,2287500,3
3616,5,1.0,175.0,Etimesgut,6748500,0
3617,5,2.0,175.0,Etimesgut,6898500,0
3618,4,5.0,130.0,Etimesgut,5250000,2
3619,5,1.0,150.0,Etimesgut,2985000,2
3620,5,14.0,160.0,Etimesgut,5775000,8
3621,2,11.0,75.0,Etimesgut,2662500,8
3622,4,2.0,120.0,Etimesgut,3517500,3
3623,4,2.0,120.0,Etimesgut,2625000,5
3624,5,0.0,170.0,Etimesgut,6532500,8
3625,5,0.0,170.0,Etimesgut,6292500,8
3626,7,4.0,230.0,Etimesgut,4425000,2
3627,4,2.0,110.0,Etimesgut,2527500,2
3628,7,4.0,300.0,Etimesgut,5250000,8
3629,3,1.0,108.0,Etimesgut,2683500,8
3630,6,3.0,270.0,Etimesgut,2982000,2
3631,6,3.0,270.0,Etimesgut,3313500,2
3632,4,3.0,175.0,Etimesgut,5025000,8
3633,4,5.0,150.0,Etimesgut,6150000,0
3634,4,-1.0,90.0,Etimesgut,1612500,2
3635,6,3.0,240.0,Etimesgut,3150000,2
3636,6,3.0,280.0,Etimesgut,3298500,2
3637,5,3.0,240.0,Etimesgut,5250000,8
3638,3,7.0,103.0,Etimesgut,4875000,0
3639,4,1.0,120.0,Etimesgut,2248500,2
3640,9,4.0,180.0,Etimesgut,6675000,0
3641,4,4.0,135.0,Etimesgut,5235000,7
3642,4,1.0,120.0,Etimesgut,2685000,8
3643,4,8.0,140.0,Etimesgut,3000000,8
3644,4,4.0,150.0,Etimesgut,4275000,2
3645,4,3.0,165.0,Etimesgut,5400000,7
3646,7,3.0,300.0,Etimesgut,3750000,3
3647,5,1.0,160.0,Etimesgut,6450000,7
3648,4,8.0,125.0,Etimesgut,3675000,2
3649,4,8.0,165.0,Etimesgut,6750000,7
3650,4,1.0,110.0,Etimesgut,3150000,5
3651,4,4.0,137.0,Etimesgut,2985000,8
3652,3,1.0,110.0,Etimesgut,2848500,2
3653,5,1.0,210.0,Etimesgut,8400000,0
3654,4,6.0,180.0,Etimesgut,5323500,0
3655,3,-1.0,105.0,Etimesgut,2698500,8
3656,4,11.0,120.0,Etimesgut,3615000,8
3657,3,11.0,105.0,Etimesgut,2925000,2
3658,4,3.0,160.0,Etimesgut,2370000,2
3659,4,1.0,110.0,Etimesgut,2325000,3
3660,4,1.0,110.0,Etimesgut,2962500,2
3661,3,1.0,105.0,Etimesgut,2850000,8
3663,5,10.0,210.0,Etimesgut,8700000,0
3664,3,-1.0,100.0,Etimesgut,2698500,8
3665,4,2.0,125.0,Etimesgut,3208500,2
3666,6,3.0,220.0,Etimesgut,4800000,2
3667,5,3.0,229.0,Etimesgut,3973500,2
3668,4,3.0,125.0,Etimesgut,3675000,2
3669,3,1.0,105.0,Etimesgut,2698500,2
3670,4,3.0,120.0,Etimesgut,2850000,3
3671,3,1.0,105.0,Etimesgut,2697000,8
3672,4,1.0,120.0,Etimesgut,1575000,2
3674,3,3.0,95.0,Etimesgut,3300000,8
3675,4,2.0,115.0,Etimesgut,4648500,7
3676,4,2.0,110.0,Etimesgut,2887500,3
3677,4,1.0,130.0,Etimesgut,6075000,0
3678,4,2.0,130.0,Etimesgut,5175000,0
3679,4,1.0,130.0,Etimesgut,4875000,0
3680,5,3.0,165.0,Etimesgut,3900000,0
3681,4,3.0,140.0,Etimesgut,3975000,8
3682,6,3.0,230.0,Etimesgut,3825000,3
3683,4,1.0,140.0,Etimesgut,5385000,3
3684,4,2.0,135.0,Etimesgut,4350000,8
3685,3,-1.0,90.0,Etimesgut,1905000,2
3686,3,1.0,85.0,Etimesgut,1455000,2
3687,4,3.0,130.0,Etimesgut,3375000,8
3688,4,2.0,140.0,Etimesgut,3000000,8
3689,4,3.0,125.0,Etimesgut,5250000,0
3690,4,1.0,130.0,Etimesgut,4950000,0
3691,4,2.0,120.0,Etimesgut,3000000,3
3692,5,-1.0,145.0,Etimesgut,2400000,3
3693,7,3.0,240.0,Etimesgut,3900000,2
3694,5,1.0,150.0,Etimesgut,3375000,2
3695,5,1.0,150.0,Etimesgut,2962500,0
3696,4,1.0,120.0,Etimesgut,3075000,8
3697,4,-1.0,110.0,Etimesgut,1725000,3
3698,4,1.0,170.0,Etimesgut,5025000,0
3699,3,1.0,70.0,Etimesgut,3525000,0
3700,4,6.0,140.0,Etimesgut,5625000,4
3701,4,-1.0,110.0,Etimesgut,2812500,2
3702,5,15.0,190.0,Etimesgut,10095000,4
3703,4,1.0,130.0,Etimesgut,2473500,2
3704,5,3.0,175.0,Etimesgut,8323500,0
3705,3,2.0,120.0,Etimesgut,2233500,0
3706,3,1.0,100.0,Etimesgut,3150000,7
3707,7,3.0,300.0,Etimesgut,3748500,8
3708,4,1.0,145.0,Etimesgut,4425000,0
3709,4,1.0,125.0,Etimesgut,2475000,8
3710,7,4.0,300.0,Etimesgut,3750000,8
3712,3,3.0,110.0,Etimesgut,4425000,6
3713,3,9.0,82.0,Etimesgut,3450000,3
3714,3,1.0,105.0,Etimesgut,1975500,2
3715,3,1.0,105.0,Etimesgut,3337500,2
3716,4,3.0,110.0,Etimesgut,3900000,0
3717,4,2.0,135.0,Etimesgut,3375000,2
3718,4,2.0,115.0,Etimesgut,4395000,8
3719,4,2.0,135.0,Etimesgut,4200000,5
3720,3,2.0,95.0,Etimesgut,4425000,0
3721,2,0.0,80.0,Etimesgut,1387500,8
3722,5,4.0,220.0,Etimesgut,4275000,8
3723,2,2.0,65.0,Etimesgut,2085000,3
3724,4,1.0,125.0,Etimesgut,2475000,3
3726,4,-1.0,120.0,Etimesgut,2100000,3
3727,4,3.0,120.0,Etimesgut,2835000,5
3728,4,2.0,155.0,Etimesgut,3225000,2
3729,3,-2.0,95.0,Etimesgut,1423500,3
3730,4,7.0,145.0,Etimesgut,5398500,3
3731,3,4.0,110.0,Etimesgut,4762500,4
3732,5,3.0,185.0,Etimesgut,8025000,0
3733,4,4.0,125.0,Etimesgut,2962500,5
3734,5,0.0,165.0,Etimesgut,5458500,8
3735,3,1.0,100.0,Etimesgut,1950000,5
3736,3,9.0,80.0,Etimesgut,4125000,0
3737,3,1.0,93.0,Etimesgut,3750000,0
3738,4,1.0,130.0,Etimesgut,5595000,0
3739,5,1.0,190.0,Etimesgut,7125000,7
3740,4,2.0,115.0,Etimesgut,3375000,2
3741,4,1.0,120.0,Etimesgut,2323500,5
3742,4,1.0,125.0,Etimesgut,2737500,5
3743,5,7.0,194.0,Etimesgut,10125000,8
3744,3,3.0,105.0,Etimesgut,3127500,5
3745,3,1.0,95.0,Etimesgut,1873500,2
3746,4,2.0,135.0,Etimesgut,3900000,0
3747,4,4.0,120.0,Etimesgut,3480000,5
3748,4,3.0,130.0,Etimesgut,2775000,6
3749,4,2.0,125.0,Etimesgut,4425000,0
3750,4,9.0,140.0,Etimesgut,5385000,3
3751,4,1.0,100.0,Etimesgut,2977500,8
3752,3,1.0,100.0,Etimesgut,2242500,2
3753,4,3.0,150.0,Etimesgut,5175000,0
3754,4,1.0,150.0,Etimesgut,2100000,8
3755,7,3.0,260.0,Etimesgut,3750000,8
3756,3,1.0,100.0,Etimesgut,1948500,2
3757,3,1.0,100.0,Etimesgut,2623500,2
3758,4,2.0,125.0,Etimesgut,2788500,2
3759,4,1.0,130.0,Etimesgut,4123500,0
3760,4,3.0,125.0,Etimesgut,3148500,2
3761,4,7.0,145.0,Etimesgut,5475000,3
3762,4,3.0,125.0,Etimesgut,3853500,5
3763,4,5.0,120.0,Etimesgut,3088500,5
3764,4,2.0,110.0,Etimesgut,3337500,5
3765,4,1.0,115.0,Etimesgut,3450000,5
3766,4,-2.0,160.0,Etimesgut,5250000,0
3767,4,2.0,145.0,Etimesgut,2790000,8
3768,4,1.0,145.0,Etimesgut,3823500,5
3769,3,1.0,90.0,Etimesgut,3375000,5
3771,4,5.0,116.0,Etimesgut,2700000,8
3772,7,5.0,310.0,Etimesgut,5474999,8
3773,4,4.0,130.0,Etimesgut,2925000,8
3774,4,1.0,125.0,Etimesgut,2775000,2
3775,4,3.0,145.0,Etimesgut,6525000,0
3776,6,3.0,260.0,Etimesgut,3975000,3
3777,4,1.0,130.0,Etimesgut,2812500,2
3778,3,0.0,110.0,Etimesgut,2100000,2
3779,4,1.0,137.0,Etimesgut,3555000,2
3780,4,2.0,140.0,Etimesgut,2580000,2
3781,5,5.0,190.0,Etimesgut,5385000,2
3782,4,1.0,120.0,Etimesgut,3075000,2
3783,4,3.0,145.0,Etimesgut,2940000,2
3784,3,5.0,110.0,Etimesgut,2400000,8
3785,4,3.0,155.0,Etimesgut,2715000,2
3786,5,4.0,235.0,Etimesgut,5025000,2
3788,4,3.0,125.0,Etimesgut,4648500,0
3789,4,2.0,165.0,Etimesgut,7350000,0
3790,4,7.0,145.0,Etimesgut,5488500,3
3791,4,4.0,145.0,Etimesgut,4275000,8
3792,5,14.0,180.0,Etimesgut,7537500,8
3793,2,21.0,55.0,Etimesgut,3525000,1
3794,4,2.0,120.0,Etimesgut,3675000,5
3795,4,1.0,125.0,Etimesgut,2812500,2
3797,4,2.0,120.0,Etimesgut,2887500,2
3798,4,3.0,120.0,Etimesgut,3120000,3
3799,5,2.0,180.0,Etimesgut,7875000,8
3800,5,3.0,200.0,Etimesgut,3037500,2
3801,5,2.0,150.0,Etimesgut,2992500,5
3802,2,19.0,65.0,Etimesgut,3405000,1
3804,4,2.0,130.0,Etimesgut,3217500,2
3805,4,1.0,140.0,Etimesgut,2775000,3
3806,4,2.0,125.0,Etimesgut,3373500,0
3807,4,2.0,120.0,Etimesgut,3900000,2
3808,4,4.0,140.0,Etimesgut,3525000,3
3809,4,2.0,115.0,Etimesgut,2977500,3
3810,4,4.0,120.0,Etimesgut,3660000,6
3811,4,2.0,125.0,Etimesgut,3375000,2
3812,6,3.0,250.0,Etimesgut,3600000,2
3813,7,14.0,410.0,Etimesgut,7875000,8
3814,4,1.0,110.0,Etimesgut,2908500,3
3815,4,2.0,125.0,Etimesgut,2685000,8
3816,4,3.0,135.0,Etimesgut,3375000,8
3817,3,1.0,120.0,Etimesgut,2475000,8
3818,4,2.0,125.0,Etimesgut,3225000,2
3819,4,2.0,120.0,Etimesgut,2745000,2
3820,4,1.0,130.0,Etimesgut,2400000,2
3821,4,6.0,168.0,Etimesgut,5625000,2
3822,3,1.0,95.0,Etimesgut,2625000,2
3823,5,1.0,160.0,Gölbaşı,9000000,0
3824,3,1.0,500.0,Gölbaşı,4500000,0
3825,2,3.0,53.0,Gölbaşı,4350000,0
3826,4,3.0,115.0,Gölbaşı,4950000,0
3827,4,-1.0,115.0,Gölbaşı,2700000,8
3828,5,2.0,165.0,Gölbaşı,7123500,8
3829,4,2.0,130.0,Gölbaşı,4950000,0
3830,4,3.0,120.0,Gölbaşı,6375000,0
3831,3,8.0,120.0,Gölbaşı,6525000,8
3832,4,1.0,131.0,Gölbaşı,5775000,0
3833,2,2.0,47.0,Gölbaşı,3525000,0
3834,4,3.0,95.0,Gölbaşı,4275000,0
3835,4,1.0,130.0,Gölbaşı,7800000,0
3836,4,1.0,150.0,Gölbaşı,3750000,2
3837,3,11.0,120.0,Gölbaşı,5962500,0
3838,4,1.0,140.0,Gölbaşı,4199999,0
3839,2,2.0,50.0,Gölbaşı,3150000,0
3840,3,0.0,90.0,Gölbaşı,3750000,0
3841,2,0.0,59.0,Gölbaşı,3150000,0
3842,4,5.0,120.0,Gölbaşı,3675000,2
3843,4,3.0,90.0,Gölbaşı,3450000,0
3844,2,2.0,47.0,Gölbaşı,3000000,0
3845,3,2.0,85.0,Gölbaşı,4125000,0
3846,3,1.0,80.0,Gölbaşı,5400000,0
3847,2,8.0,52.0,Gölbaşı,5475000,6
3848,3,0.0,65.0,Gölbaşı,3825000,0
3849,2,0.0,50.0,Gölbaşı,2985000,0
3850,3,1.0,70.0,Gölbaşı,5400000,0
3851,4,2.0,125.0,Gölbaşı,6000000,0
3852,4,1.0,120.0,Gölbaşı,2625000,2
3853,4,-1.0,110.0,Gölbaşı,2235000,2
3854,4,3.0,115.0,Gölbaşı,4498500,0
3855,4,1.0,150.0,Gölbaşı,5625000,8
3856,4,2.0,85.0,Gölbaşı,4200000,1
3857,2,1.0,57.0,Gölbaşı,3487500,1
3858,2,1.0,55.0,Gölbaşı,3262500,1
3859,4,6.0,142.0,Gölbaşı,10050000,7
3860,3,2.0,90.0,Gölbaşı,7785000,7
3861,4,2.0,125.0,Gölbaşı,3000000,5
3862,2,0.0,45.0,Gölbaşı,3300000,0
3863,3,0.0,75.0,Gölbaşı,2752500,4
3864,4,1.0,135.0,Gölbaşı,5025000,0
3865,5,8.0,198.0,Gölbaşı,3150000,0
3866,3,1.0,110.0,Gölbaşı,2400000,0
3868,2,1.0,55.0,Gölbaşı,3375000,0
3869,3,1.0,90.0,Gölbaşı,3742500,0
3870,2,1.0,48.0,Gölbaşı,3262500,0
3871,2,1.0,48.0,Gölbaşı,2992500,0
3872,2,1.0,46.0,Gölbaşı,2325000,0
3873,3,3.0,110.0,Gölbaşı,4125000,0
3874,3,1.0,75.0,Gölbaşı,3525000,0
3875,5,2.0,220.0,Gölbaşı,7500000,0
3876,4,2.0,120.0,Gölbaşı,6525000,0
3877,9,4.0,350.0,Gölbaşı,11985000,8
3878,4,1.0,220.0,Gölbaşı,5062500,0
3879,4,2.0,135.0,Gölbaşı,4312500,8
3880,2,1.0,48.0,Gölbaşı,3375000,0
3881,4,2.0,120.0,Gölbaşı,4102500,3
3882,4,9.0,115.0,Gölbaşı,8295000,8
3883,4,3.0,145.0,Gölbaşı,4485000,0
3884,3,2.0,130.0,Gölbaşı,4950000,8
3885,2,1.0,48.0,Gölbaşı,3225000,0
3886,3,3.0,105.0,Gölbaşı,4648500,0
3887,3,3.0,98.0,Gölbaşı,3898500,0
3888,3,3.0,88.0,Gölbaşı,3787500,0
3889,7,3.0,450.0,Gölbaşı,8625000,0
3890,4,2.0,90.0,Gölbaşı,4950000,0
3891,3,17.0,73.0,Gölbaşı,5745000,0
3892,5,6.0,225.0,Gölbaşı,7762500,7
3893,4,3.0,105.0,Gölbaşı,4275000,0
3894,4,1.0,115.0,Gölbaşı,2820000,3
3895,2,1.0,51.0,Gölbaşı,2850000,0
3896,6,10.0,218.0,Gölbaşı,12480000,0
3897,3,2.0,65.0,Gölbaşı,4912500,0
3898,2,1.0,46.0,Gölbaşı,3300000,0
3899,6,2.0,200.0,Gölbaşı,4950000,0
3900,3,1.0,95.0,Gölbaşı,4048500,0
3901,2,1.0,50.0,Gölbaşı,3825000,0
3902,5,3.0,200.0,Gölbaşı,8775000,8
3903,3,1.0,80.0,Gölbaşı,4650000,0
3904,5,3.0,150.0,Gölbaşı,6000000,0
3905,3,2.0,100.0,Gölbaşı,4350000,0
3906,2,1.0,50.0,Gölbaşı,3525000,1
3907,2,1.0,48.0,Gölbaşı,2625000,0
3908,4,0.0,145.0,Gölbaşı,5062500,0
3909,4,1.0,125.0,Gölbaşı,5475000,4
3910,4,1.0,189.0,Gölbaşı,3900000,2
3911,3,1.0,75.0,Gölbaşı,3855000,0
3912,3,1.0,100.0,Gölbaşı,4275000,0
3913,3,1.0,95.0,Gölbaşı,3075000,2
3914,5,2.0,230.0,Gölbaşı,7125000,0
3915,4,2.0,165.0,Gölbaşı,4942500,0
3916,4,2.0,135.0,Gölbaşı,3862500,2
3917,4,1.0,140.0,Gölbaşı,5325000,3
3918,4,3.0,130.0,Gölbaşı,3973500,2
3919,5,3.0,198.0,Gölbaşı,5887500,0
3920,4,1.0,125.0,Gölbaşı,4312500,1
3921,4,3.0,110.0,Gölbaşı,2917500,3
3922,4,1.0,140.0,Gölbaşı,2850000,2
3923,3,0.0,70.0,Gölbaşı,4417500,0
3924,2,0.0,55.0,Gölbaşı,3300000,0
3925,2,1.0,55.0,Gölbaşı,3900000,0
3926,4,2.0,100.0,Gölbaşı,5700000,0
3927,5,2.0,120.0,Gölbaşı,5625000,0
3929,2,1.0,42.0,Gölbaşı,2850000,0
3930,3,0.0,124.0,Gölbaşı,4800000,0
3931,5,1.0,180.0,Gölbaşı,5512500,8
3932,4,4.0,120.0,Gölbaşı,3225000,5
3933,4,16.0,180.0,Gölbaşı,7462500,8
3934,4,5.0,137.0,Gölbaşı,4485000,3
3935,3,0.0,75.0,Gölbaşı,4650000,0
3936,3,1.0,70.0,Gölbaşı,5250000,0
3937,3,1.0,85.0,Gölbaşı,4125000,0
3938,4,1.0,103.0,Gölbaşı,4575000,8
3939,5,1.0,216.0,Gölbaşı,5850000,0
3940,5,1.0,180.0,Gölbaşı,6000000,0
3941,4,1.0,135.0,Gölbaşı,4875000,0
3942,5,3.0,165.0,Gölbaşı,7462500,0
3943,3,2.0,60.0,Gölbaşı,3825000,0
3944,3,1.0,110.0,Gölbaşı,4125000,0
3945,4,1.0,145.0,Gölbaşı,4875000,0
3946,3,1.0,70.0,Gölbaşı,4650000,0
3947,5,1.0,185.0,Gölbaşı,6285000,8
3948,4,5.0,137.0,Gölbaşı,4485000,2
3949,4,3.0,100.0,Gölbaşı,4425000,0
3950,3,1.0,65.0,Gölbaşı,4650000,0
3951,3,0.0,70.0,Gölbaşı,4012500,0
3952,3,2.0,75.0,Gölbaşı,5400000,1
3953,4,3.0,125.0,Gölbaşı,5025000,0
3954,2,1.0,40.0,Gölbaşı,3000000,0
3955,5,1.0,180.0,Gölbaşı,5362500,2
3956,2,1.0,90.0,Gölbaşı,4500000,4
3957,2,1.0,50.0,Gölbaşı,3585000,0
3958,2,1.0,45.0,Gölbaşı,3525000,0
3959,4,3.0,100.0,Gölbaşı,4875000,0
3960,5,3.0,200.0,Gölbaşı,6750000,0
3961,3,-3.0,90.0,Gölbaşı,2550000,0
3962,4,3.0,125.0,Gölbaşı,5250000,0
3963,3,3.0,85.0,Gölbaşı,2925000,8
3964,2,1.0,60.0,Gölbaşı,2625000,0
3965,4,3.0,110.0,Gölbaşı,4470000,3
3966,2,1.0,48.0,Gölbaşı,2887500,0
3967,3,0.0,60.0,Gölbaşı,3975000,0
3968,4,3.0,125.0,Gölbaşı,2925000,3
3969,2,0.0,45.0,Gölbaşı,3225000,0
3970,4,1.0,130.0,Gölbaşı,3300000,3
3971,4,2.0,90.0,Gölbaşı,4500000,0
3973,6,3.0,235.0,Gölbaşı,7798500,0
3974,4,3.0,130.0,Gölbaşı,3975000,8
3976,4,13.0,172.0,Gölbaşı,7125000,8
3977,2,2.0,60.0,Gölbaşı,4500000,0
3978,3,1.0,95.0,Gölbaşı,4725000,0
3979,3,1.0,120.0,Gölbaşı,5985000,0
3980,3,3.0,85.0,Gölbaşı,5250000,1
3982,3,4.0,95.0,Gölbaşı,3750000,0
3983,2,1.0,65.0,Gölbaşı,3448500,8
3984,2,2.0,85.0,Gölbaşı,3525000,1
3985,4,12.0,169.0,Gölbaşı,7312500,8
3986,5,1.0,180.0,Gölbaşı,5400000,0
3988,3,1.0,150.0,Gölbaşı,3750000,1
3989,4,3.0,110.0,Gölbaşı,5850000,0
3990,2,1.0,55.0,Gölbaşı,3600000,0
3991,3,3.0,85.0,Gölbaşı,4500000,0
3992,2,1.0,52.0,Gölbaşı,3000000,0
3993,3,2.0,100.0,Gölbaşı,6750000,0
3994,4,2.0,88.0,Gölbaşı,4050000,0
3995,3,0.0,73.0,Gölbaşı,4200000,0
3996,5,3.0,130.0,Gölbaşı,0,0
3997,4,3.0,114.0,Gölbaşı,6000000,0
3998,5,3.0,130.0,Gölbaşı,5625000,0
3999,4,2.0,125.0,Gölbaşı,5070000,0
4000,4,4.0,135.0,Gölbaşı,2775000,3
4001,4,4.0,105.0,Gölbaşı,3300000,3
4002,2,0.0,46.0,Gölbaşı,3291000,0
4003,3,26.0,73.0,Gölbaşı,5325000,6
4004,4,2.0,130.0,Gölbaşı,4425000,0
4005,3,1.0,90.0,Gölbaşı,4650000,0
4006,3,4.0,95.0,Gölbaşı,3120000,5
4007,3,2.0,110.0,Gölbaşı,4425000,0
4008,3,-2.0,85.0,Gölbaşı,5175000,8
4009,2,0.0,40.0,Gölbaşı,2775000,0
4010,2,3.0,51.0,Gölbaşı,4125000,0
4011,5,8.0,250.0,Gölbaşı,12675000,6
4012,3,2.0,100.0,Gölbaşı,7425000,0
4013,2,1.0,60.0,Gölbaşı,4500000,0
4014,5,4.0,190.0,Gölbaşı,5925000,0
4015,4,2.0,130.0,Gölbaşı,5025000,4
4016,4,5.0,125.0,Gölbaşı,3675000,2
4017,5,2.0,170.0,Gölbaşı,5775000,0
4018,3,-1.0,105.0,Gölbaşı,2325000,2
4019,4,3.0,90.0,Gölbaşı,6375000,0
4020,7,4.0,240.0,Gölbaşı,3375000,3
4021,1,1.0,50.0,Gölbaşı,3105000,0
4022,4,3.0,105.0,Gölbaşı,4950000,0
4023,2,1.0,50.0,Gölbaşı,2400000,0
4024,5,11.0,160.0,Gölbaşı,10875000,1
4025,4,2.0,95.0,Gölbaşı,4035000,0
4026,2,1.0,47.0,Gölbaşı,3075000,0
4027,3,1.0,600.0,Gölbaşı,1650000,0
4028,3,3.0,100.0,Gölbaşı,2175000,5
4029,2,1.0,50.0,Gölbaşı,3750000,0
4030,5,1.0,170.0,Gölbaşı,9000000,0
4031,4,2.0,120.0,Gölbaşı,7349999,0
4032,5,2.0,120.0,Gölbaşı,7499999,0
4033,4,4.0,130.0,Gölbaşı,6000000,0
4034,2,-1.0,54.0,Gölbaşı,3825000,0
4035,2,1.0,48.0,Gölbaşı,2848500,0
4036,2,1.0,62.0,Gölbaşı,2647500,1
4037,3,1.0,75.0,Gölbaşı,4650000,0
4038,2,1.0,50.0,Gölbaşı,2475000,0
4039,3,0.0,100.0,Gölbaşı,3300000,8
4040,2,1.0,50.0,Gölbaşı,1875000,0
4041,2,1.0,45.0,Gölbaşı,3598500,1
4042,3,1.0,110.0,Gölbaşı,5925000,0
4043,2,1.0,60.0,Gölbaşı,4048500,0
4044,1,1.0,48.0,Gölbaşı,4125000,0
4045,4,3.0,88.0,Gölbaşı,4050000,0
4046,4,3.0,130.0,Gölbaşı,3855000,2
4047,5,-1.0,165.0,Gölbaşı,3600000,6
4048,4,7.0,145.0,Gölbaşı,10050000,0
4049,3,2.0,115.0,Gölbaşı,5085000,1
4050,3,1.0,75.0,Gölbaşı,5250000,0
4051,5,4.0,190.0,Gölbaşı,7500000,8
4052,2,1.0,70.0,Gölbaşı,3450000,0
4053,5,3.0,175.0,Gölbaşı,5775000,0
4054,5,1.0,210.0,Gölbaşı,9150000,0
4055,2,3.0,51.0,Gölbaşı,4275000,0
4056,2,0.0,54.0,Gölbaşı,3450000,0
4057,5,2.0,178.0,Gölbaşı,10492500,0
4058,4,2.0,130.0,Gölbaşı,2992500,8
4059,4,1.0,120.0,Gölbaşı,3210000,5
4060,4,4.0,130.0,Gölbaşı,4350000,4
4061,2,3.0,50.0,Gölbaşı,3600000,0
4062,3,3.0,100.0,Gölbaşı,6000000,0
4063,3,3.0,105.0,Gölbaşı,4500000,0
4064,2,2.0,45.0,Gölbaşı,3600000,0
4065,4,3.0,110.0,Gölbaşı,4425000,0
4066,2,3.0,75.0,Gölbaşı,2325000,2
4067,2,2.0,70.0,Gölbaşı,2175000,2
4068,4,1.0,160.0,Gölbaşı,6750000,0
4069,5,3.0,145.0,Gölbaşı,5850000,0
4070,1,0.0,48.0,Gölbaşı,3075000,0
4071,3,11.0,130.0,Gölbaşı,7875000,0
4073,5,1.0,180.0,Gölbaşı,5175000,2
4074,2,1.0,65.0,Gölbaşı,3675000,0
4075,3,1.0,72.0,Gölbaşı,4200000,0
4076,1,1.0,60.0,Gölbaşı,3150000,0
4077,2,1.0,45.0,Gölbaşı,3375000,0
4078,3,2.0,80.0,Gölbaşı,3127500,0
4079,3,6.0,124.0,Gölbaşı,5250000,0
4080,3,1.0,95.0,Gölbaşı,4380000,0
4081,2,0.0,64.0,Gölbaşı,3000000,0
4082,3,1.0,165.0,Gölbaşı,4792500,8
4083,5,3.0,145.0,Gölbaşı,8925000,0
4084,2,1.0,53.0,Gölbaşı,3450000,0
4085,2,1.0,50.0,Gölbaşı,3000000,0
4086,3,2.0,70.0,Gölbaşı,3780000,0
4087,3,1.0,106.0,Gölbaşı,5775000,0
4088,2,1.0,50.0,Gölbaşı,3375000,0
4089,4,4.0,125.0,Gölbaşı,4350000,0
4090,2,1.0,45.0,Gölbaşı,2662500,0
4091,2,2.0,47.0,Gölbaşı,2362500,0
4092,3,1.0,95.0,Gölbaşı,4500000,0
4093,4,3.0,115.0,Gölbaşı,4425000,0
4094,2,1.0,49.0,Gölbaşı,2850000,0
4095,5,2.0,165.0,Gölbaşı,6225000,0
4096,5,2.0,185.0,Gölbaşı,5580000,8
4097,4,1.0,125.0,Gölbaşı,2647500,5
4098,4,29.0,160.0,Gölbaşı,12750000,8
4099,3,3.0,70.0,Gölbaşı,2999999,0
4100,4,4.0,140.0,Gölbaşı,2700000,3
4101,4,4.0,140.0,Gölbaşı,2775000,3
4102,3,3.0,85.0,Gölbaşı,2475000,2
4103,4,3.0,116.0,Gölbaşı,4650000,0
4104,2,3.0,70.0,Gölbaşı,4470000,0
4105,6,3.0,160.0,Gölbaşı,8970000,0
4106,3,2.0,90.0,Gölbaşı,5775000,0
4107,2,1.0,52.0,Gölbaşı,3525000,0
4108,2,1.0,47.0,Gölbaşı,2625000,0
4109,5,1.0,140.0,Gölbaşı,2250000,8
4110,2,1.0,65.0,Gölbaşı,2850000,0
4111,4,4.0,120.0,Gölbaşı,3375000,3
4112,2,2.0,47.0,Gölbaşı,3150000,0
4113,3,8.0,99.0,Gölbaşı,9000000,0
4114,4,1.0,140.0,Gölbaşı,4875000,0
4115,4,1.0,110.0,Gölbaşı,3225000,2
4116,4,1.0,140.0,Gölbaşı,7873500,4
4117,4,1.0,125.0,Gölbaşı,4200000,0
4118,4,3.0,190.0,Gölbaşı,8925000,0
4119,3,1.0,90.0,Gölbaşı,3900000,0
4120,3,28.0,73.0,Gölbaşı,5385000,0
4121,5,1.0,150.0,Gölbaşı,3300000,8
4122,4,1.0,250.0,Gölbaşı,12450000,7
